word
shower
sick
similar
sing
singer
sister
sit
situation
six
sixteen
sixty
skill
skirt
sleep
slow
small
snake
snow
so
some
somebody
someone
something
sometimes
son
song
soon
sorry
sound
soup
south
space
speak
special
spell
spelling
spend
sport
spring
stand
star
start
statement
station
stay
still
stop
story
street
strong
student
study
style
subject
success
sugar
summer
sun
Sunday
supermarket
sure
sweater
swim
swimming
table
take
talk
tall
taxi
tea
teach
teacher
team
teenager
telephone
television
tell
ten
tennis
terrible
test
text
than
thank
thanks
that
the
theatre
their
them
then
there
they
thing
think
third
thirsty
thirteen
thirty
this
thousand
three
through
Thursday
ticket
time
tired
title
to
today
together
toilet
tomato
tomorrow
tonight
too
tooth
topic
tourist
town
traffic
train
travel
tree
trip
trousers
true
try
T-shirt
Tuesday
turn
TV
twelve
twenty
twice
two
type
umbrella
uncle
under
understand
university
until
up
upstairs
us
use
useful
usually
vacation
vegetable
very
video
village
visit
visitor
wait
waiter
wake
walk
wall
want
warm
wash
watch
water
way
we
wear
weather
website
Wednesday
week
weekend
welcome
well
west
what
when
where
which
white
who
why
wife
will
win
window
wine
winter
with
without
woman
wonderful
word
work
worker
world
would
write
writer
writing
wrong
yeah
year
yellow
yes
yesterday
you
young
your
yourself
ability
able
abroad
accept
accident
according
achieve
act
active
actually
adult
advantage
adventure
advertise
advertisement
advertising
affect
after
against
ah
airline
alive
all
all
allow
almost
alone
along
already
alternative
although
among
amount
ancient
ankle
any
anybody
any
anyway
anywhere
app
appear
appearance
apply
architect
architecture
argue
argument
army
arrange
arrangement
as
asleep
assistant
athlete
attack
attend
attention
attractive
audience
author
available
average
avoid
award
awful
back
background
badly
bar
baseball
based
basketball
bean
bear
beat
beef
before
behave
behaviour
belong
belt
benefit
best
better
between
billion
bin
biology
birth
biscuit
bit
blank
blood
blow
board
boil
bone
book
borrow
boss
bottom
bowl
brain
bridge
bright
brilliant
broken
brush
burn
businessman
button
camp
camping
can
care
careful
carefully
carpet
cartoon
case
cash
castle
catch
cause
celebrate
celebrity
certain
certainly
chance
character
charity
chat
check
chef
chemistry
chip
choice
church
cigarette
circle
classical
clear
clearly
clever
climate
close
closed
clothing
cloud
coach
coast
code
colleague
collect
column
comedy
comfortable
comment
communicate
community
compete
competition
complain
completely
condition
conference
connect
connected
consider
contain
context
continent
continue
control
cook
cooker
copy
corner
correctly
count
couple
cover
crazy
creative
credit
crime
criminal
cross
crowd
crowded
cry
cupboard
curly
cycle
daily
danger
dark
data
dead
deal
dear
death
decision
deep
definitely
degree
dentist
department
depend
desert
designer
destroy
detective
develop
device
diary
differently
digital
direct
direction
director
disagree
disappear
disaster
discover
discovery
discussion
disease
distance
divorced
document
double
download
downstairs
drama
drawing
dream
drive
driving
drop
drug
dry
earn
earth
easily
education
effect
either
electric
electrical
electricity
electronic
employ
employee
employer
empty
ending
energy
engine
engineer
enormous
enter
environment
equipment
error
especially
essay
everyday
everywhere
evidence
exact
exactly
excellent
except
exist
expect
experience
experiment
expert
explanation
express
expression
extreme
extremely
factor
factory
fail
fair
fall
fan
farm
farming
fashion
fat
fear
feature
feed
female
fiction
field
fight
figure
film
final
finally
finger
finish
first
firstly
fish
fishing
fit
fix
flat
flu
fly
flying
focus
following
foreign
forest
fork
formal
fortunately
forward
free
fresh
fridge
frog
fun
furniture
further
future
gallery
gap
gas
gate
general
gift
goal
god
gold
golf
good
government
grass
greet
ground
guest
guide
gun
guy
habit
half
hall
happily
have
headache
heart
heat
heavy
height
helpful
hero
hers
herself
hide
high
hill
himself
his
hit
hockey
hold
hole
home
hope
huge
human
hurt
ideal
identify
ill
illness
image
immediately
impossible
included
including
increase
incredible
independent
individual
industry
informal
injury
insect
inside
instead
instruction
instructor
instrument
intelligent
international
introduction
invent
invention
invitation
invite
involve
item
itself
jam
jazz
jewellery
joke
journalist
jump
kid
kill
king
knee
knife
knock
knowledge
lab
lady
lake
lamp
land
laptop
last
last
later
laughter
law
lawyer
lazy
lead
leader
learning
least
lecture
lemon
lend
less
level
lifestyle
lift
light
light
likely
link
listener
little
lock
look
lorry
lost
loud
loudly
lovely
low
luck
lucky
mail
major
male
manage
manager
manner
mark
marry
material
mathematics
maths
matter
may
media
medical
medicine
memory
mention
metal
method
middle
might
mind
mine
mirror
missing
mobile
monkey
moon
mostly
motorcycle
movement
musical
musician
myself
narrow
national
nature
nearly
necessary
neck
need
neither
nervous
network
noise
noisy
none
normal
normally
notice
novel
nowhere
number
nut
ocean
offer
officer
oil
onto
opportunity
option
ordinary
organization
organize
original
ourselves
outside
oven
own
owner
pack
pain
painter
palace
pants
parking
particular
pass
passenger
past
patient
pattern
pay
peace
penny
per
per
perform
perhaps
permission
personality
pet
petrol
photograph
physical
physics
pick
pilot
planet
plant
plastic
plate
platform
please
pleased
pocket
polite
pollution
pop
population
position
possession
possibility
poster
power
predict
present
president
prevent
print
printer
prison
prize
process
produce
professional
professor
profile
program
progress
promise
pronounce
protect
provide
pub
public
publish
pull
purpose
push
quality
quantity
queen
question
quietly
race
railway
raise
rate
rather
reach
react
realize
receive
recent
recently
reception
recipe
recognize
recommend
record
recording
recycle
reduce
refer
refuse
region
regular
relationship
remove
repair
replace
reply
report
reporter
request
research
researcher
respond
response
rest
rest
review
ride
ring
ring
rise
rock
rock
role
roof
round
route
rubbish
rude
run
runner
running
sadly
safe
sail
sailing
salary
sale
sauce
save
scared
scary
scene
schedule
score
screen
search
season
seat
second
secondly
secret
secretary
seem
sense
separate
series
serious
serve
service
several
shake
shall
shape
sheet
ship
shoulder
shout
shut
side
sign
silver
simple
since
singing
single
sir
site
size
ski
skiing
skin
sky
sleep
slowly
smartphone
smell
smile
smoke
smoking
soap
soccer
social
society
sock
soft
soldier
solution
solve
somewhere
sort
source
speaker
specific
speech
speed
spider
spoon
square
stage
stair
stamp
star
start
state
stay
steal
step
stomach
stone
store
storm
straight
strange
strategy
stress
structure
stupid
succeed
successful
such
suddenly
suggest
suggestion
suit
support
suppose
sure
surprise
surprised
surprising
survey
sweet
symbol
system
tablet
talk
target
task
taste
teaching
technology
teenage
temperature
term
text
themselves
thick
thief
thin
thinking
third
thought
throw
tidy
tie
tip
tool
top
touch
tour
tourism
towards
towel
tower
toy
track
tradition
traditional
train
trainer
training
transport
traveller
trouble
truck
twin
typical
underground
understanding
unfortunately
unhappy
uniform
unit
united
unusual
upstairs
use
used
user
usual
valley
van
variety
vehicle
view
virus
voice
wait
war
wash
washing
wave
weak
web
wedding
weight
welcome
wet
wheel
while
whole
whose
wide
wild
wind
winner
wish
wood
wooden
working
worried
worry
worse
worst
wow
yet
yours
zero
absolutely
academic
access
accommodation
account
achievement
act
ad
addition
admire
admit
advanced
advise
afford
age
aged
agent
agreement
ahead
aim
alarm
album
alcohol
alcoholic
alternative
amazed
ambition
ambitious
analyse
analysis
announce
announcement
annoy
annoyed
annoying
apart
apologize
application
appointment
appreciate
approximately
arrest
arrival
assignment
assist
atmosphere
attach
attitude
attract
attraction
authority
average
award
aware
backwards
bake
balance
ban
bank
base
basic
basis
battery
battle
beauty
bee
belief
bell
bend
benefit
better
bite
block
board
bomb
border
bother
branch
brand
brave
breath
breathe
breathing
bride
bubble
bury
by
calm
campaign
campus
candidate
cap
captain
careless
category
ceiling
celebration
central
centre
ceremony
chain
challenge
champion
channel
chapter
charge
cheap
cheat
cheerful
chemical
chest
childhood
claim
clause
clear
click
client
climb
close
cloth
clue
coach
coal
coin
collection
coloured
combine
comment
commercial
commit
communication
comparison
competitor
competitive
complaint
complex
concentrate
conclude
conclusion
confident
confirm
confirmed
confuse
confused
connection
consequence
consist
consume
consumer
contact
container
content
continuous
contrast
convenient
convince
cool
costume
cottage
cotton
count
countryside
court
cover
covered
cream
criminal
cruel
cultural
currency
current
currently
curtain
custom
cut
daily
damage
deal
decade
decorate
deep
define
definite
definition
deliver
departure
despite
destination
determine
determined
development
diagram
diamond
difficulty
direct
directly
dirt
disadvantage
disappointed
disappointing
discount
dislike
divide
documentary
donate
double
doubt
dressed
drop
drum
drunk
due
dust
duty
earthquake
eastern
economic
economy
edge
editor
educate
educated
educational
effective
effectively
effort
election
element
embarrassed
embarrassing
emergency
emotion
employment
empty
encourage
enemy
engaged
engineering
entertain
entertainment
entrance
entry
environmental
episode
equal
equally
escape
essential
eventually
examine
except
exchange
excitement
exhibition
expand
expected
expedition
experience
experienced
experiment
explode
explore
explosion
export
extra
face
fairly
familiar
fancy
far
fascinating
fashionable
fasten
favour
fear
feature
fence
fighting
file
financial
fire
fitness
fixed
flag
flood
flour
flow
fold
folk
following
force
forever
frame
freeze
frequently
friendship
frighten
frightened
frightening
frozen
fry
fuel
function
fur
further
garage
gather
generally
generation
generous
gentle
gentleman
ghost
giant
glad
global
glove
go
goods
grade
graduate
grain
grateful
growth
guard
guilty
hand
hang
happiness
hardly
hate
head
headline
heating
heavily
helicopter
highlight
highly
hire
historic
historical
honest
horrible
horror
host
hunt
hurricane
hurry
identity
ignore
illegal
imaginary
immediate
immigrant
impact
import
importance
impression
impressive
improvement
incredibly
indeed
indicate
indirect
indoor
indoors
influence
ingredient
injure
injured
innocent
intelligence
intend
intention
invest
investigate
involved
iron
issue
IT
journal
judge
keen
key
keyboard
kick
killing
kind
kiss
knock
label
laboratory
lack
latest
lay
layer
lead
leading
leaf
leather
legal
leisure
length
level
lie
like
limit
lip
liquid
literature
live
living
local
locate
located
location
lonely
loss
luxury
mad
magic
mainly
mall
management
market
marketing
marriage
meanwhile
measure
medium
mental
mention
mess
mild
mine
mix
mixture
mood
move
mud
murder
muscle
musical
mystery
nail
narrative
nation
native
naturally
necessarily
need
needle
neighbourhood
neither
net
next
nor
normal
northern
note
now
nuclear
obvious
obviously
occasion
occur
odd
official
old-fashioned
once
operation
organized
organizer
original
originally
ought
ours
outdoor
outdoors
pack
package
painful
pale
pan
participate
particularly
pass
passion
path
payment
peaceful
percentage
perfectly
performance
personally
persuade
photographer
photography
pin
pipe
place
planning
pleasant
pleasure
plenty
plot
plus
poem
poet
poetry
point
poison
poisonous
policy
political
politician
politics
port
portrait
possibly
pot
pour
poverty
powder
powerful
practical
pray
prayer
prediction
prepared
presentation
press
pressure
pretend
previous
previously
priest
primary
prince
princess
printing
prisoner
private
producer
production
profession
profit
program
promote
proper
properly
property
protest
proud
prove
pull
punish
punishment
push
qualification
qualified
qualify
queue
quit
quotation
quote
race
racing
range
rare
rarely
reaction
reality
receipt
recommendation
reference
reflect
regularly
reject
relate
related
relation
relative
relaxed
relaxing
release
reliable
religion
religious
remain
remind
remote
rent
repair
repeat
repeated
represent
request
require
reservation
resource
respect
responsibility
responsible
result
retire
retired
revise
ring
rise
risk
robot
roll
romantic
rope
rough
row
royal
rugby
rule
safety
sail
sailor
sample
sand
scan
scientific
script
sculpture
secondary
security
seed
sensible
separate
seriously
servant
set
set
setting
sex
sexual
shake
share
sharp
shelf
shell
shift
shine
shiny
shoot
shy
sight
signal
silent
silly
similarity
similarly
simply
since
sink
slice
slightly
slow
smart
smooth
software
soil
solid
sort
southern
specifically
spending
spicy
spirit
spoken
spot
spread
spring
stadium
staff
standard
state
statistic
statue
stick
stick
still
store
stranger
strength
string
strongly
studio
stuff
substance
successfully
sudden
suffer
suit
suitable
summarize
summary
supply
supporter
surely
surface
survive
swim
switch
symptom
tail
talent
talented
tape
tax
technical
technique
tend
tent
that
theirs
theme
theory
therefore
this
though
throat
throughout
tight
till
tin
tiny
tip
toe
tongue
total
totally
touch
tour
trade
translate
translation
transport
treat
treatment
trend
trick
truth
tube
type
typically
tyre
ugly
unable
uncomfortable
underwear
unemployed
unemployment
unfair
union
unless
unlike
unlikely
unnecessary
unpleasant
update
upon
upset
used
used
valuable
value
various
version
victim
view
viewer
violent
volunteer
vote
warm
warn
warning
waste
water
wave
weapon
weigh
western
whatever
whenever
whether
while
whole
will
win
wing
within
wonder
wool
worldwide
worry
worse
worst
worth
written
wrong
yard
young
youth
abandon
absolute
academic
acceptable
accompany
account
accurate
accuse
acknowledge
acquire
actual
adapt
additional
address
administration
adopt
advance
affair
afterwards
agency
agenda
aggressive
aid
aircraft
alarm
alter
amount
anger
angle
anniversary
annual
anxious
apparent
apparently
appeal
approach
appropriate
approval
approve
arise
armed
arms
artificial
artistic
ashamed
aspect
assess
assessment
associate
associated
association
assume
attempt
back
bacteria
bar
barrier
basically
battle
bear
beat
beg
being
bent
bet
beyond
bill
bitter
blame
blind
bond
border
breast
brief
broad
broadcast
budget
bullet
bunch
burn
bush
but
cable
calculate
cancel
cancer
capable
capacity
capture
cast
catch
cell
chain
chair
chairman
challenge
characteristic
chart
chief
circumstance
cite
citizen
civil
classic
close
closely
collapse
combination
comfort
command
commission
commitment
committee
commonly
complex
complicated
component
concentration
concept
concern
concerned
conduct
confidence
conflict
confusing
conscious
conservative
consideration
consistent
constant
constantly
construct
construction
contemporary
contest
contract
contribute
contribution
convert
convinced
core
corporate
council
county
courage
crash
creation
creature
credit
crew
crisis
criterion
critic
critical
criticism
criticize
crop
crucial
cry
cure
current
curve
curved
date
debate
debt
decent
declare
decline
decoration
decrease
deeply
defeat
defence
defend
delay
deliberate
deliberately
delight
delighted
delivery
demand
demonstrate
deny
depressed
depressing
depth
desert
deserve
desire
desperate
detail
detailed
detect
dig
disc
discipline
discount
dishonest
dismiss
display
distribute
distribution
district
divide
division
document
domestic
dominate
downwards
dozen
draft
drag
dramatic
edit
edition
efficient
elderly
elect
elsewhere
emerge
emotional
emphasis
emphasize
enable
encounter
engage
enhance
enquiry
ensure
enthusiasm
enthusiastic
entire
entirely
equal
establish
estate
estimate
ethical
evaluate
even
evil
examination
excuse
executive
existence
expectation
expense
exploration
expose
extend
extent
external
extraordinary
extreme
facility
failure
faith
fault
favour
feather
fee
feed
feedback
feel
fellow
figure
file
finance
finding
firm
fix
flame
flash
flexible
float
fold
folding
following
forgive
former
fortune
forward
found
free
freedom
frequency
fuel
fully
function
fund
fundamental
funding
furthermore
gain
gang
generate
genre
govern
grab
grade
gradually
grand
grant
guarantee
handle
harm
harmful
hearing
heaven
heel
hell
hesitate
high
hire
hold
hollow
holy
honour
host
house
household
housing
humorous
humour
hunt
hunting
hurt
ideal
illustrate
illustration
imagination
impatient
imply
impose
impress
impressed
inch
incident
income
increasingly
industrial
infection
inform
initial
initially
initiative
inner
insight
insist
inspire
install
instance
institute
institution
insurance
intended
intense
internal
interpret
interrupt
investigation
investment
issue
joy
judgement
junior
justice
justify
labour
landscape
largely
latest
launch
leadership
league
lean
leave
level
licence
limited
line
lively
load
loan
logical
long-term
loose
lord
low
lower
lung
maintain
majority
make
map
mass
massive
master
matching
material
maximum
means
measurement
medium
melt
military
mineral
minimum
minister
minor
minority
mission
mistake
mixed
model
modify
monitor
moral
motor
mount
multiple
multiply
mysterious
narrow
national
neat
negative
nerve
nevertheless
nightmare
notion
numerous
obey
object
objective
obligation
observation
observe
obtain
occasionally
offence
offend
offensive
official
opening
operate
opponent
oppose
opposed
opposition
organ
origin
otherwise
outcome
outer
outline
overall
owe
pace
package
panel
parliament
participant
partly
passage
patient
pension
permanent
permit
perspective
phase
phenomenon
philosophy
pick
picture
pile
pitch
plain
plot
plus
pointed
popularity
pose
position
positive
possess
potential
power
praise
pregnant
preparation
presence
preserve
price
prime
principle
print
priority
privacy
procedure
process
produce
professional
progress
project
proof
proposal
propose
prospect
protection
psychologist
psychology
publication
pupil
purchase
pure
pursue
range
rank
rapid
rapidly
rate
raw
reach
realistic
reasonable
recall
recover
reduction
regard
regional
register
regret
regulation
relatively
relevant
relief
rely
remark
representative
reputation
requirement
rescue
reserve
resident
resist
resolve
resort
retain
reveal
revolution
reward
rhythm
rid
root
round
routine
rub
rubber
rural
rush
sample
satellite
satisfied
satisfy
saving
scale
schedule
scheme
scream
screen
seat
sector
secure
seek
select
selection
self
senior
sense
sensitive
sentence
sequence
session
settle
severe
shade
shadow
shallow
shame
shape
shelter
shift
ship
shock
shocked
shooting
shot
significant
significantly
silence
silk
sincere
slave
slide
slight
slip
slope
solar
somewhat
soul
specialist
species
speed
spiritual
split
sponsor
spot
spread
stable
stage
stand
stare
status
steady
steel
steep
step
sticky
stiff
stock
stream
stretch
strict
strike
structure
struggle
stuff
subject
submit
sum
surgery
surround
surrounding
survey
suspect
swear
sweep
switch
sympathy
tale
tank
target
tear
tear
temporary
term
therapy
threat
threaten
thus
time
title
tone
tough
track
transfer
transform
transition
trial
trip
tropical
trouble
truly
trust
try
tune
tunnel
ultimately
unconscious
unexpected
unique
universe
unknown
upper
upwards
urban
urge
value
vary
vast
venue
very
via
victory
violence
virtual
vision
visual
vital
vitamin
volume
wage
way
weakness
wealth
wealthy
whereas
wherever
whisper
whom
widely
wildlife
willing
wind
wire
wise
witness
worse
worst
worth
wound
wrap
wrong
yet
zone
am
is
are
was
were
been
being
abashed
abashed
abashes
abashing
abated
abated
abates
abating
abode
abode
abides
abiding
absorbed
absorbed
absorbs
absorbing
accepted
accepted
accepts
accepting
accompanied
accompanied
accompanies
accompanying
ached
ached
aches
aching
achieved
achieved
achieves
achieving
acquired
acquired
acquires
acquiring
acted
acted
acts
acting
added
added
adds
adding
addressed
addressed
addresses
addressing
adjusted
adjusted
adjusts
adjusting
admired
admired
admires
admiring
admitted
admitted
admits
admitting
advised
advised
advises
advising
afforded
afforded
affords
affording
agreed
agreed
agrees
agreeing
alit
alit
alights
alighting
allowed
allowed
allows
allowing
animated
animated
animates
animating
announced
announced
announces
announcing
answered
answered
answers
answering
apologized
apologized
apologizes
apologizing
appeared
appeared
appears
appearing
applauded
applauded
applauds
applauding
applied
applied
applies
applying
approached
approached
approaches
approaching
approved
approved
approves
approving
argued
argued
argues
arguing
arose
arisen
arises
arising
arranged
arranged
arranges
arranging
arrested
arrested
arrests
arresting
asked
asked
asks
asking
asserted
asserted
asserts
asserting
assorted
assorted
assorts
assorting
astonished
astonished
astonishes
astonishing
attacked
attacked
attacks
attacking
attended
attended
attends
attending
attracted
attracted
attracts
attracting
audited
audited
audits
auditing
avoided
avoided
avoids
avoiding
awoke
awoken
awakes
awaking
banged
banged
bangs
banging
banished
banished
banishes
banishing
bashed
bashed
bashes
bashing
batted
batted
bats
batting
bore
born
bears
bearing
bore
borne
bears
bearing
beat
beaten
beats
beating
beautified
beautified
beautifies
beautifying
became
become
becomes
becoming
befell
befallen
befalls
befalling
begged
begged
begs
begging
began
begun
begins
beginning
behaved
behaved
behaves
behaving
beheld
beheld
beholds
beholding
believed
believed
believes
believing
belonged
belonged
belongs
belonging
bent
bent
bends
bending
bereft
bereft
bereaves
bereaving
besought
besought
beseeches
beseeching
bet
bet
bets
betting
betrayed
betrayed
betrays
betraying
bade
bidden
bids
bidding
bid
bid
bids
bidding
bound
bound
binds
binding
bit
bitten
bites
biting
bled
bled
bleeds
bleeding
blessed
blessed
blesses
blessing
blossomed
blossomed
blossoms
blossoming
blew
blown
blows
blowing
blurred
blurred
blurs
blurring
blushed
blushed
blushes
blushing
boarded
boarded
boards
boarding
boasted
boasted
boasts
boasting
boiled
boiled
boils
boiling
bowed
bowed
bows
bowing
boxed
boxed
boxes
boxing
brayed
brayed
brays
braying
broke
broken
breaks
breaking
breathed
breathed
breathes
breathing
bred
bred
breeds
breeding
brought
brought
brings
bringing
broadcast
broadcast
broadcasts
broadcasting
brushed
brushed
brushes
brushing
built
built
builds
building
burnt
burnt
burns
burning
burst
burst
bursts
bursting
buried
buried
buries
burying
bust
bust
busts
busting
bought
bought
buys
buying
buzzed
buzzed
buzzes
buzzing
calculated
calculated
calculates
calculating
called
called
calls
calling
canvassed
canvassed
canvasses
canvassing
captured
captured
captures
capturing
caressed
caressed
caresses
caressing
carried
carried
carries
carrying
carved
carved
carves
carving
cashed
cashed
cashes
cashing
cast
cast
casts
casting
caught
caught
catches
catching
caused
caused
causes
causing
ceased
ceased
ceases
ceasing
celebrated
celebrated
celebrates
celebrating
challenged
challenged
challenges
challenging
changed
changed
changes
changing
charged
charged
charges
charging
chased
chased
chases
chasing
chatted
chatted
chats
chatting
checked
checked
checks
checking
cheered
cheered
cheers
cheering
chewed
chewed
chews
chewing
chid
chid/chidden
chides
chiding
chipped
chipped
chips
chipping
choked
choked
chokes
choking
chose
chosen
chooses
choosing
classified
classified
classifies
classifying
cleaned
cleaned
cleans
cleaning
clove/cleft
cloven/cleft
cleaves
cleaving
clicked
clicked
clicks
clicking
climbed
climbed
climbs
climbing
clung
clung
clings
clinging
closed
closed
closes
closing
clad
clad
clothes
clothing
clutched
clutched
clutches
clutching
collapsed
collapsed
collapses
collapsing
collected
collected
collects
collecting
coloured
coloured
colours
colouring
came
come
comes
coming
commented
commented
comments
commenting
compared
compared
compares
comparing
compelled
compelled
compels
compelling
competed
competed
competes
competing
complained
complained
complains
complaining
completed
completed
completes
completing
concluded
concluded
concludes
concluding
conducted
conducted
conducts
conducting
confessed
confessed
confesses
confessing
confined
confined
confines
confining
confiscated
confiscated
confiscates
confiscating
confused
confused
confuses
confusing
congratulated
congratulated
congratulates
congratulating
connected
connected
connects
connecting
connoted
connoted
connotes
connoting
conquered
conquered
conquers
conquering
consecrated
consecrated
consecrates
consecrating
consented
consented
consents
consenting
conserved
conserved
conserves
conserving
considered
considered
considers
considering
consigned
consigned
consigns
consigning
consisted
consisted
consists
consisting
consoled
consoled
consoles
consoling
consorted
consorted
consorts
consorting
conspired
conspired
conspires
conspiring
constituted
constituted
constitutes
constituting
constrained
constrained
constrains
constraining
constructed
constructed
constructs
constructing
construed
construed
construes
construing
consulted
consulted
consults
consulting
contained
contained
contains
containing
contemned
contemned
contemns
contemning
contended
contended
contends
contending
contested
contested
contests
contesting
continued
continued
continues
continuing
contracted
contracted
contracts
contracting
contradicted
contradicted
contradicts
contradicting
contrasted
contrasted
contrasts
contrasting
contributed
contributed
contributes
contributing
contrived
contrived
contrives
contriving
controlled
controlled
controls
controlling
convened
convened
convenes
convening
converged
converged
converges
converging
conversed
conversed
converses
conversing
converted
converted
converts
converting
conveyed
conveyed
conveys
conveying
convicted
convicted
convicts
convicting
convinced
convinced
convinces
convincing
cooed
cooed
coos
cooing
cooked
cooked
cooks
cooking
cooled
cooled
cools
cooling
co-operated
co-operated
co-operates
co-operating
coped
cope
copes
coping
copied
copied
copies
copying
corrected
corrected
corrects
correcting
corresponded
corresponded
corresponds
corresponding
corroded
corroded
corrodes
corroding
corrupted
corrupted
corrupts
corrupting
cost
cost
costs
costing
coughed
coughed
coughs
coughing
counselled
counselled
counsels
counselling
counted
counted
counts
counting
coursed
coursed
courses
coursing
covered
covered
covers
covering
cowered
cowered
cowers
cowering
cracked
cracked
cracks
cracking
crackled
crackled
crackles
crackling
crashed
crashed
crashes
crashing
craved
craved
craves
craving
created
created
creates
creating
crept
crept
creeps
creeping
cribbed
cribbed
cribs
cribbing
crossed
crossed
crosses
crossing
crowded
crowded
crowds
crowding
crushed
crushed
crushes
crushing
cried
cried
cries
crying
curbed
curbed
curbs
curbing
cured
cured
cures
curing
curved
curved
curves
curving
cut
cut
cuts
cutting
cycled
cycled
cycles
cycling
damaged
damaged
damages
damaging
damped
damped
damps
damping
danced
danced
dances
dancing
dared
dared
dares
daring
dashed
dashed
dashes
dashing
dazzled
dazzled
dazzles
dazzling
dealt
dealt
deals
dealing
decayed
decayed
decays
decaying
decided
decided
decides
deciding
declared
declared
declares
declaring
decorated
decorated
decorates
decorating
decreased
decreased
decreases
decreasing
dedicated
dedicated
dedicates
dedicating
delayed
delayed
delays
delaying
deleted
deleted
deletes
deleting
denied
denied
denies
denying
depended
depended
depends
depending
deprived
deprived
deprives
depriving
derived
derived
derives
deriving
described
described
describes
describing
desired
desired
desires
desiring
destroyed
destroyed
destroys
destroying
detached
detached
detaches
detaching
detected
detected
detects
detecting
determined
determined
determines
determining
developed
developed
develops
developing
died
died
dies
dying
differed
differed
differs
differing
dug
dug
digs
digging
digested
digested
digests
digesting
dimmed
dimmed
dims
dimming
diminished
diminished
